"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"173583","2019-07-17","2020-07-16","Chomedey","Chien","Roxy","Lévriers et chiens courants","Dachshund teckel standard a poil court","","Femelle","noir tan","2013-04-21","0","1","6","1","0"
"176465","2019-08-22","2020-08-22","Sainte-Dorothée","Chien","Rosy","Terriers","schnauzer nain","","Femelle","Poivre et sel","2019-08-06","0","1","6","1","0"
"61978","2019-07-16","2020-07-14","Pont-Viau","Chat","Macska","","","","Mâle","Roux","2014-09-01","1","1","4","1","0"
"64349","2019-03-18","2020-03-17","Chomedey","Chat","Gaia","","","","Femelle","Jaune","0000-00-00","0","1","3","1","0"
"162481","2019-05-08","2020-05-08","Auteuil","Chien","Tyson","Lévriers et chiens courants","Dachshund teckel standard a poil court","Caniche moyen","Mâle","Gris et noir","2015-07-14","0","1","4,98","1","0"
"168086","2019-06-10","2020-06-10","Chomedey","Chien","Didit","","Inconnu","Autre","Femelle","Gris et brun","2012-02-01","1","0","3,5","1","0"
"171200","2019-02-01","2020-02-01","Pont-Viau","Chien","Elie","Chiens de travail","Husky sibérien","retriever labrador","Femelle","Blanc Beige","2016-02-01","1","1","0","0","0"
"176585","2019-03-22","2020-03-20","Chomedey","Chien","Henri","Chiens nains","Caniche nain","","Mâle","Noir","2011-06-05","1","1","4","1","0"
"176910","2019-05-31","2020-05-31","Sainte-Rose","Chien","Gucci","Chiens nains","Terrier du Yorkshire","","Femelle","Beige","2009-01-01","0","0","0","0","0"
"170773","2019-10-17","2020-10-17","Sainte-Rose","Chien","Léa","Chiens de sport","Épagneul cocker américain","Autre","Femelle","blanc","2013-01-01","1","1","7","1","0"
"174807","2019-11-04","2020-11-04","Vimont","Chien","Bebitte","Chiens nains","Bichon maltais","","Femelle","Blanc","0000-00-00","0","1","7","0","0"
"173914","2019-08-19","2020-08-19","Sainte-Rose","Chien","Nala","Chiens nains","Bichon maltais","Épagneul Cavalier King Charles","Femelle","Blanc","2009-03-01","0","1","7","0","0"
"68202","2019-10-23","2020-10-23","Duvernay","Chat","Ghost","","","Autre","Mâle","Blanc","2018-03-08","0","1","13","1","0"
"67860","2019-08-23","2020-08-23","Chomedey","Chat","Rebelle","","","","Femelle","Tabby Brun/Blanc","2016-12-20","1","1","3","1","0"
"171035","2019-10-09","2020-10-09","Auteuil","Chien","Titan","Terriers","Terrier wheaten a poil doux","","Mâle","Blé","2015-03-11","0","1","14,5","1","0"
"176974","2019-06-03","2020-06-03","Duvernay","Chien","Maya","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","Chocolat","2018-10-31","1","1","2","1","0"
"62941","2019-04-24","2020-04-23","Fabreville","Chat","Chico","","","","Mâle","Tigré blanc","2016-01-15","1","1","3,2","0","0"
"160997","2019-01-21","2020-01-21","Saint-François","Chien","Max","Chiens de compagnie","Grand caniche","","Mâle","Brun","2010-03-05","1","1","29,48","1","0"
"163604","2019-04-12","2020-04-11","Chomedey","Chien","Maggie","Chiens de compagnie","Bichon frisé","Shih Tzu","Femelle","Blanc","2008-12-20","1","1","5,5","0","0"
"60213","2019-04-11","2020-04-11","Saint-Vincent-de-Paul","Chat","Salsa (Olie)","","","","Femelle","Calico (gris et blanc)","2018-03-01","0","1","45","1","0"
"176830","2019-03-13","2020-03-11","Chomedey","Chien","Igloo","Chiens de berger","Berger Shetland","","Mâle","Bleu Merle","2010-07-14","0","1","20","0","0"
"68551","2019-12-17","2020-12-17","Saint-Vincent-de-Paul","Chat","Roukino ","","","Autre","Mâle","roux ","2017-01-01","0","1","0","0","0"
"65829","2019-12-09","2020-12-09","Auteuil","Chat","Mougly","","","Autre","Mâle","Trigé","2011-01-01","0","1","0","1","0"
"64557","2019-07-30","2020-07-30","Saint-François","Chat","boule","","","","Mâle","gris foncé","2009-01-01","0","1","7","1","0"
"174102","2019-09-11","2020-09-10","Sainte-Dorothée","Chien","Jane","Chiens de travail","Dogue de Bordeaux","","Femelle","beige","2016-02-25","1","1","35,4","1","0"
"61595","2019-06-26","2020-06-26","Chomedey","Chat","Ceniza","","","","Femelle","Gris","2013-06-01","0","1","5","1","0"
"168542","2019-05-20","2020-05-18","Sainte-Rose","Chien","Coquina","Chiens de compagnie","Bichon frisé","","Femelle","blanc","2011-08-01","0","1","36","1","0"
"177368","2019-07-05","2020-07-04","Laval-des-Rapides","Chien","Lucky","Chiens de travail","Bouvier bernois","Husky sibérien","Mâle","Tricolor","2014-09-15","1","1","41","0","0"
"176731","2019-03-08","2020-03-08","Laval-Ouest","Chien","Mollie","Chiens de sport","retriever labrador","","Femelle","Beige","2015-11-01","1","0","14","0","0"
"166196","2019-06-10","2020-06-09","Chomedey","Chien","Nikie","Chiens nains","Terrier du Yorkshire","","Femelle","noir et feu","2009-08-20","0","1","3,17","1","0"
"172963","2019-05-28","2020-05-28","Laval-des-Rapides","Chien","Kaly","Chiens de sport","Épagneul cocker anglais","Autre","Femelle","Beige","2012-01-01","1","1","25","0","0"
"168617","2019-07-23","2020-07-21","Fabreville","Chien","F35","Chiens de berger","Berger Allemand","","Mâle","Brun/Noir","2010-10-06","0","1","56,7","1","0"
"66868","2019-03-06","2020-03-06","Chomedey","Chat","Zoe","","","","Femelle","Tabby","2014-06-01","0","1","3,2","0","0"
"164847","2019-08-21","2020-08-21","Saint-François","Chien","Billy","Chiens de compagnie","Caniche moyen","","Mâle","Blonde","2015-06-28","0","1","5","0","0"
"176249","2019-04-05","2020-04-05","Sainte-Rose","Chien","Coco","Chiens nains","Terrier du Yorkshire","Autre","Femelle","Noir","2012-04-01","1","1","2","1","0"
"176577","2019-03-18","2020-03-17","Chomedey","Chien","Charlote","Chiens nains","Carlin","Autre","Femelle","beige","2014-01-01","0","1","7","0","0"
"64015","2019-10-09","2020-10-09","Laval-des-Rapides","Chat","Bébé Cocotte","","","","Femelle","Gris","0000-00-00","0","0","2,72","0","0"
"63703","2019-10-10","2020-10-10","Laval-des-Rapides","Chat","Amy","","","","Femelle","Gris (poils longs)","2008-04-05","0","1","7,3","1","0"
"164128","2019-04-11","2020-04-09","Laval-des-Rapides","Chien","Borys","Chiens nains","Épagneul toy anglais","Autre","Mâle","tricolore","2018-01-21","0","1","5","1","0"
"173673","2019-07-31","2020-07-31","Chomedey","Chien","Faith","Chiens de berger","Berger australien","Autre","Femelle","3 couleurs","2012-01-01","0","1","30","1","0"
"60521","2019-04-29","2020-04-29","Fabreville","Chat","Tommy","","","","Mâle","noir","2010-01-01","1","1","0","0","0"
"176924","2019-06-07","2020-06-07","Fabreville","Chien","Daisy","Chiens de compagnie","Caniche moyen","","Femelle","Blanc","2012-12-01","0","0","3","1","0"
"177769","2020-01-03","2020-12-04","Auteuil","Chien","Nelly","Chiens de compagnie","Caniche moyen","Shih Tzu","Mâle","beige","2012-06-26","0","1","3","0","0"
"60923","2019-10-24","2020-10-24","Laval-des-Rapides","Chat","Margarita","","","","Femelle","Miel","2011-01-01","0","1","0","1","0"
"160474","2019-06-26","2020-06-26","Auteuil","Chien","Boston","Chiens de sport","retriever doré","retriever labrador","Mâle","Blond","2010-01-04","1","1","32","1","0"
"172923","2019-05-13","2020-05-12","Saint-Vincent-de-Paul","Chien","Charlot","Chiens de compagnie","Shih Tzu","","Mâle","beige","2010-01-01","1","1","5","1","0"
"176823","2019-03-13","2020-03-11","Sainte-Dorothée","Chien","Candy","Chiens nains","Bichon maltais","Autre","Femelle","blanche","2009-01-01","0","1","0","1","0"
"168912","2019-09-23","2020-09-22","Fabreville","Chien","Silver","Chiens nains","Terrier du Yorkshire","","Mâle","brun et gris","0000-00-00","0","0","0","0","0"
"173898","2019-08-16","2020-08-16","Vimont","Chien","Blacky","Chiens de compagnie","Shih Tzu","Caniche moyen","Mâle","noir","2018-09-09","0","1","2,8","1","0"
"177745","2019-12-17","2020-12-17","Saint-Vincent-de-Paul","Chien","Toutite","Lévriers et chiens courants","Beagle","Autre","Femelle","noir brun blanc ","2017-01-01","0","0","0","1","0"
"172902","2019-05-03","2020-05-03","Chomedey","Chien","Mr. Bently","Chiens de sport","retriever labrador","Berger Allemand","Mâle","Noir","2017-06-12","0","1","0","1","0"
"176937","2019-06-07","2020-06-07","Fabreville","Chien","Rooky","Chiens de berger","Border Colley","chihuahua a poil long","Mâle","Blanc-noir","2017-07-08","1","1","15","1","0"
"162520","2019-02-21","2020-02-21","Sainte-Dorothée","Chien","Lady","Chiens de compagnie","Shih Tzu","","Femelle","Blanc, gris et beige","2011-04-20","0","1","3,1","1","0"
"68343","2019-11-04","2020-11-04","Vimont","Chat","Tornade ","","","Autre","Femelle","tigré brun ","2010-03-21","0","1","0","0","0"
"161445","2019-01-22","2020-01-21","Saint-Vincent-de-Paul","Chien","Jacky","Chiens de compagnie","Shih Tzu","chihuahua a poil court","Mâle","Pivre et sel","2012-05-09","0","1","6","1","0"
"177217","2019-06-18","2020-06-18","Auteuil","Chien","Cooper","Chiens de sport","retriever doré","Autre","Mâle","Crème","2016-02-26","1","1","39","1","0"
"172916","2019-05-10","2020-05-10","Chomedey","Chien","Balboa","Chiens de compagnie","Bouledogue français","","Mâle","Cream","2019-02-15","1","0","0","1","0"
"173897","2019-08-16","2020-08-16","Chomedey","Chien","Honey bee","Chiens de compagnie","Shih Tzu","Terrier du Yorkshire","Mâle","beige","2013-11-10","0","1","0","0","0"
"177383","2019-07-29","2020-07-29","Pont-Viau","Chien","Gucci","Indéterminé","Pitbull","","Mâle","caramel","2009-03-01","1","0","31","0","0"
"67390","2019-03-28","2020-03-26","Duvernay","Chat","Shiro","","","Autre","Mâle","noir","2015-01-01","0","1","2","0","0"
"177744","2019-12-17","2020-12-17","Sainte-Dorothée","Chien","Bliss","Chiens de berger","Border Colley","","Femelle","Sable rouge","2016-05-22","0","0","0","1","0"
"174969","2019-11-21","2020-11-21","Chomedey","Chien","Jay","Chiens de berger","Berger Allemand","","Mâle","Noir","2019-08-19","0","0","0","0","0"
"160636","2019-12-06","2020-12-06","Vimont","Chien","Bolti","","Inconnu","","Mâle","noir","2009-05-05","1","1","12","0","0"
"170216","2019-12-13","2020-12-13","Vimont","Chien","Buddy","Chiens de sport","retriever labrador","","Mâle","Golden","2015-10-01","1","1","34,01","1","0"
"172661","2019-03-28","2020-03-27","Chomedey","Chien","Perri","Chiens nains","poméranien","Inconnu","Mâle","light brown","2006-10-01","0","1","10","1","0"
"65497","2019-11-22","2020-11-22","Sainte-Rose","Chat","Doux","","","","Mâle","Tigré","2016-03-13","0","1","5","1","0"
"177094","2019-07-24","2020-07-23","Laval-des-Rapides","Chien","Suki","Chiens de berger","corgi gallois cardigan","Autre","Femelle","sablé","2019-02-16","1","1","5","1","0"
"173777","2019-08-07","2020-08-07","Duvernay","Chien","Praline","Chiens de sport","Lagotto Romagnolo","","Femelle","Beige blanc","2018-03-29","0","0","14","1","0"
"167071","2019-06-20","2020-06-20","Saint-Vincent-de-Paul","Chien","Cachou","Chiens de travail","schnauzer standard","Autre","Mâle","Gris","2014-01-01","0","1","0","1","0"
"64197","2019-09-12","2020-09-12","Saint-François","Chat","Princesse","","","","Femelle","noir","2016-04-15","0","1","4","1","0"
"168393","2019-07-16","2020-07-14","Vimont","Chien","Mythique","Chiens de sport","retriever labrador","","Femelle","noir","2008-03-09","0","1","33","0","0"
"165834","2019-05-08","2020-05-08","Duvernay","Chien","Yoé","Chiens nains","Terrier du Yorkshire","Autre","Femelle","Noir","2012-02-01","1","1","2","1","0"
"62157","2019-03-25","2020-03-23","Sainte-Rose","Chat","Monsieur Quinn","","","","Mâle","Noir/blanc","2008-01-01","1","1","5","1","0"
"174374","2019-10-20","2020-10-20","Sainte-Dorothée","Chien","Smilla","Chiens de sport","retriever labrador","Autre","Femelle","noire","2011-07-23","0","1","35","1","0"
"68538","2019-12-20","2020-12-20","Fabreville","Chat","Kimlie","","","Autre","Femelle","Charcoal","2010-06-30","1","1","4","1","0"
"171161","2019-10-16","2020-10-16","Laval-Ouest","Chien","Maya","Chiens de compagnie","Shih Tzu","","Femelle","Blanc","2010-05-31","0","1","0","1","0"
"173991","2019-08-26","2020-08-26","Fabreville","Chien","Boster","Chiens de travail","Boxer","retriever labrador","Mâle","Beige et brun","2016-03-01","0","1","31,8","0","0"
"173622","2019-08-09","2020-08-09","Duvernay","Chien","Mia","Chiens de sport","retriever doré","Autre","Femelle","beige","2010-07-20","1","1","35,38","0","0"
"173990","2019-08-23","2020-08-20","Auteuil","Chien","Fluffy","","Golden Doodle","","Mâle","Abricot","2019-03-29","1","0","0","0","0"
"62092","2019-05-13","2020-05-13","Fabreville","Chat","Pitchou","","","","Femelle","Brun","2006-01-01","1","1","4,5","0","0"
"172743","2019-07-18","2020-07-16","Chomedey","Chien","Boss","Chiens de sport","retriever doré","Autre","Mâle","Roux","2010-04-01","1","1","23","1","0"
"167658","2019-07-16","2020-07-15","Sainte-Rose","Chien","Lucky","Chiens nains","Terrier du Yorkshire","Autre","Femelle","Noir et brun","2004-10-16","0","1","4","0","0"
"166571","2019-08-22","2020-08-22","Chomedey","Chien","Ti-Pou","","Autre","Autre","Mâle","Noir et Blond","2008-01-01","0","0","0","0","0"
"65064","2019-07-03","2020-07-03","Duvernay","Chat","Zora","","","","Femelle","Taby-noir et blanc","2012-03-01","0","0","5,23","1","0"
"68442","2019-12-09","2020-12-09","Saint-Vincent-de-Paul","Chat","Nemo","","","Autre","Mâle","Gris (siamois)","2007-05-23","1","1","4","1","0"
"62040","2019-10-24","2020-10-24","Laval-des-Rapides","Chat","Demi-Lune","","","","Femelle","Noir","0000-00-00","0","0","6,8","0","0"
"163190","2019-10-25","2020-10-25","Fabreville","Chien","Mika","Chiens de travail","Husky sibérien","","Femelle","Gris et blanc","2009-06-26","0","1","49,8","1","0"
"166439","2019-07-08","2020-07-08","Chomedey","Chien","Abby","Chiens nains","Caniche nain","Autre","Femelle","Blond/Roux","2017-02-14","1","1","2,2","1","0"
"177573","2019-11-27","2020-11-27","Pont-Viau","Chien","Kali ","Indéterminé","Pitbull","Bouldogue américain","Femelle","blanc ","2010-10-01","0","1","0","1","0"
"62612","2019-04-29","2020-04-29","Laval-des-Rapides","Chat","Robinson","","","","Mâle","Blanc et gris","2013-06-01","0","1","4","0","0"
"66683","2019-09-10","2020-09-10","Duvernay","Chat","Maya","","","","Femelle","Écaille de tortue","2009-01-01","1","1","5","1","0"
"166462","2019-05-21","2020-05-21","Saint-François","Chien","Bengi","Chiens de compagnie","Bichon frisé","","Mâle","blanc","2006-01-01","0","1","5,9","1","0"
"67456","2019-09-13","2020-09-13","Chomedey","Chat","Winnie","","","Autre","Mâle","noir et blanc","2015-05-01","0","1","0","1","0"
"173118","2019-05-23","2020-05-22","Fabreville","Chien","Saskia","Chiens de berger","Berger australien","Autre","Femelle","tricolor","2011-01-01","1","1","20","0","0"
"64251","2019-07-17","2020-07-17","Saint-François","Chat","Patou","","","","Femelle","Noir et blanc","2010-08-20","0","1","5,44","1","0"
"172801","2019-04-24","2020-04-23","Sainte-Rose","Chien","Molly","Lévriers et chiens courants","Beagle","Terrier de Boston","Femelle","Noire et blanche","2008-01-01","1","0","11,33","0","0"
"167346","2019-07-26","2020-07-26","Duvernay","Chien","Typhoon","Chiens de sport","Épagneul cocker anglais","Caniche moyen","Mâle","Noir et Blanc","2016-12-01","1","1","9","1","0"
"170755","2019-04-30","2020-04-30","Sainte-Dorothée","Chien","Tessa","Chiens de compagnie","Terrier de Boston","Shih Tzu","Femelle","Noir et blanc","2004-05-05","1","1","8","1","0"
"165445","2019-05-10","2020-05-10","Saint-Vincent-de-Paul","Chien","Oscar","Chiens de travail","Bouvier bernois","","Mâle","Noir","2014-03-14","1","1","46","1","0"
"68175","2019-10-18","2020-10-17","Fabreville","Chat","Cocotte","","","Autre","Femelle","Tabby brun","2003-01-01","0","1","4","0","0"
"63181","2019-04-08","2020-04-08","Laval-Ouest","Chat","Princesse","","","","Femelle","Tabby","2011-01-01","1","1","5","1","0"
"166565","2019-08-12","2020-08-11","Pont-Viau","Chien","Fanny","Chiens de compagnie","Bichon frisé","Autre","Femelle","blanche","2010-12-30","0","1","6,8","1","0"
"173111","2019-05-15","2020-05-15","Fabreville","Chien","Mia","Chiens nains","Bichon maltais","Shih Tzu","Femelle","Blanc et beige","0000-00-00","1","1","5","1","0"
"170246","2019-09-20","2020-09-20","Sainte-Rose","Chien","Tinox","Chiens de compagnie","Shih Tzu","","Mâle","","2007-10-20","1","1","4,53","1","0"
"173729","2019-08-05","2020-08-05","Duvernay","Chien","Patinha","Chiens de compagnie","Shih Tzu","","Mâle","Blanc","2006-01-01","0","1","0","0","0"
"60724","2019-04-02","2020-03-31","Duvernay","Chat","Birba","","","","Femelle","Blanc et gris","2015-11-01","1","1","3,25","1","0"
"66986","2019-05-10","2020-05-10","Sainte-Dorothée","Chat","Touski","","","Autre","Femelle","Tigré- blanc","2014-06-17","0","1","7","1","0"
"162759","2019-02-18","2020-02-18","Sainte-Dorothée","Chien","Minnie","Chiens de compagnie","Lhasa apso","Épagneul cocker américain","Femelle","Noir et blanc","2009-10-20","0","1","5,89","1","0"
"173616","2019-08-07","2020-08-06","Sainte-Dorothée","Chien","Midas","Chiens de sport","retriever labrador","","Mâle","Blond","2015-06-14","1","1","45","1","0"
"161614","2019-02-22","2020-02-22","Laval-des-Rapides","Chien","Puma","Chiens nains","Bichon maltais","","Femelle","noir","2007-01-01","0","1","2,72","0","0"
"160856","2019-12-17","2020-12-17","Fabreville","Chien","Juliette","Chiens de compagnie","Shih Tzu","","Femelle","Tan noir","2006-03-30","0","1","1","0","0"
"173598","2019-07-25","2020-07-24","Sainte-Rose","Chien","Orban","Chiens de sport","Vizsla a poil lisse","","Mâle","Brun","2009-09-01","0","0","27","0","0"
"60721","2019-03-22","2020-03-21","Saint-François","Chat","Pinkladies","","","","Femelle","Blanc","2007-04-01","1","1","3,17","1","0"
"173140","2019-05-27","2020-05-27","Auteuil","Chien","Gucci","Chiens nains","nain pinscher","","Femelle","Noir et brun","2009-03-01","0","1","6","0","0"
"173153","2019-05-27","2020-05-26","Fabreville","Chien","Lexi","Chiens de travail","Boxer","","Femelle","brun blanc noir","2013-12-26","0","1","35","0","0"
"67281","2019-02-28","2020-02-27","Pont-Viau","Chat","Bonjour","","","Autre","Mâle","noir et blanc","2016-01-01","0","0","5","0","0"
"172645","2019-03-29","2020-03-29","Sainte-Rose","Chien","Buddy","Chiens nains","Carlin","","Mâle","Beige","2015-12-29","1","0","11","1","0"
"177293","2019-07-08","2020-07-08","Fabreville","Chien","Gaia","Chiens de travail","Boxer","","Femelle","Beige","2012-06-01","1","1","27","0","0"
"170968","2019-09-10","2020-09-10","Laval-Ouest","Chien","Flicka","Chiens de travail","Grand danois","","Femelle","Noir blanc gris","2011-11-04","0","0","50","0","0"
"164230","2019-03-19","2020-03-17","Laval-des-Rapides","Chien","Bébé","Chiens de compagnie","Shih Tzu","","Mâle","gris et blanc","2004-04-10","0","0","2,3","1","0"
"68380","2019-11-20","2020-11-20","Laval-des-Rapides","Chat","Cocotte","","","Autre","Femelle","Blanc et gris ","2013-02-28","1","1","7","1","0"
"162269","2019-05-08","2020-05-07","Chomedey","Chien","Fée","Chiens nains","Terrier du Yorkshire","","Femelle","feu","0000-00-00","1","1","6","1","0"
"60822","2019-07-23","2020-07-21","Chomedey","Chat","Chocolate","","","","Femelle","noir (poils courts)","2009-01-01","0","1","4,5","1","0"
"68017","2019-10-04","2020-10-03","Auteuil","Chat","Lily","","","Autre","Femelle","écaille de tortue","2016-10-16","0","1","4","1","0"
"173064","2019-05-10","2020-05-10","Fabreville","Chien","Missy","Chiens de compagnie","Terrier de Boston","","Femelle","Blanc-Noir","2017-12-25","1","1","5","1","0"
